id,origen,destino,tipo_vinculo,fuerza,descripcion,fuente_url
c20,amlo,rocha_moya,operador,fuerte,"Rocha Moya fue un aliado cercano de AMLO y de su política de no confrontación directa con los cárteles.",https://www.dallasnews.com/espanol/al-dia/mexico/article/acusan-gobernador-sinaloa-narco-cartel-22233195.php
c21,sheinbaum,luisa_maria_alcalde,gabinete,fuerte,"Consejera Jurídica de la Presidencia desde el 1 de mayo de 2026; antes dirigencia nacional de Morena.",https://www.elfinanciero.com.mx/nacional/2026/08/14/sheinbaum-niega-que-4t-persiga-a-periodistas-no-son-listas-son-ejemplos/
c22,trump,jd_vance,gabinete,fuerte,"Vicepresidente de la administración Trump.",https://www.infobae.com/mexico/2026/01/03/algo-habra-que-hacer-con-mexico-trump-asegura-que-ha-insitido-a-sheinbaum-atacar-a-los-carteles-del-narco/
c23,trump,landau,gabinete,fuerte,"Subsecretario de Estado de la administración Trump.",https://www.eluniversal.com.mx/opinion/mario-maldonado/la-reaccion-de-sheinbaum-a-la-carta-de-andy/
c24,rubio,landau,operador,fuerte,"Ambos en la Secretaría de Estado de EE.UU.; señalados juntos por Andy López Beltrán en su carta a Trump.",https://www.eluniversal.com.mx/opinion/mario-maldonado/la-reaccion-de-sheinbaum-a-la-carta-de-andy/
c25,sheinbaum,ebrard,gabinete,fuerte,"Secretario de Economía, negociador principal de México en la revisión del T-MEC frente a Estados Unidos.",https://lasillarota.com/nacion/2026/5/1/gobierno-de-claudia-sheinbaum-estos-son-los-cambios-que-ha-habido-en-su-gabinete-592962.html
c26,ebrard,velasco,operador,medio,"Ambos coordinan frentes de la relación con Estados Unidos: comercio (Ebrard) y diplomacia (Velasco).",https://lasillarota.com/nacion/2026/5/1/gobierno-de-claudia-sheinbaum-estos-son-los-cambios-que-ha-habido-en-su-gabinete-592962.html
c27,sheinbaum,garcia_harfuch,gabinete,fuerte,"García Harfuch encabeza la investigación del asesinato de Carlos Manzo y es la voz pública del gabinete de seguridad en los grandes casos de coyuntura (Manzo, huachicol fiscal).",https://feeds.bbci.co.uk/news/articles/c70901djjw8o
c28,trump,rocha_moya,confrontacion,fuerte,"Fiscales federales de Estados Unidos acusaron formalmente a Rocha Moya de narcotráfico; la administración Trump ha mantenido la presión pese al rechazo del gobernador.",https://cnnespanol.cnn.com/2026/04/29/mexico/acusacion-gobernador-sinaloa-ruben-rocha-orix
c29,sheinbaum,citlalli,operador,medio,"Presidenta de la Comisión Nacional de Elecciones de Morena, clave en la definición de candidaturas rumbo a 2027 (análisis interno).",
c30,sheinbaum,mario_delgado,gabinete,fuerte,"Secretario de Educación Pública, exdirigente nacional de Morena (análisis interno).",
c31,sheinbaum,sergio_salomon,gabinete,medio,"Comisionado del Instituto Nacional de Migración (análisis interno).",
c32,sheinbaum,manuel_velasco,operador,debil,"Coordinador de senadores del PVEM, partido aliado legislativo de Morena (análisis interno).",
c33,alito,jorge_romero,operador,debil,"Coordinación laxa de oposición entre PRI y PAN en el Congreso (análisis interno).",
c34,jorge_romero,ricardo_anaya,operador,fuerte,"Ambos dirigentes del PAN (análisis interno).",
c35,alito,alvarez_maynez,confrontacion,debil,"Figuras de oposición de partidos distintos (PRI vs. Movimiento Ciudadano), sin alianza formal (análisis interno).",
c36,sheinbaum,alfonso_durazo,operador,fuerte,"Gobernador de Sonora y Presidente del Consejo Nacional de Morena (análisis interno).",
c36,trump,ebrard,operador,medio,"Contraparte estadounidense de facto en la negociación comercial del T-MEC que encabeza Ebrard (análisis interno, inferido de sus roles oficiales, no de una fuente periodística directa).",
